MouseName,MouseId,HumanName,HumanId,RatName,RatId,FlyName,FlyId,FishName,FishId,YeastName,YeastId,homologId,COSMIC,CGC,Study,PubMedId,Effect,CISAddress,Rank,Cancer,Studies
Spag16,66722,SPAG16,79582,Spag16,501158,NA,NA,LOC100536264,100536264,NA,NA,11572,TRUE,FALSE,Collier 2005-01,16015333,N/A,1:69785361-69987789,C,Sarcoma,2
Spag16,66722,SPAG16,79582,Spag16,501158,NA,NA,LOC100536264,100536264,NA,NA,11572,TRUE,FALSE,Kodama 2016-01,27178121,N/A,1:69826970-70725132,B,Liver Cancer,2
Mul1,68350,MUL1,79594,Mul1,298576,NA,NA,mul1b,100004181,NA,NA,11576,TRUE,FALSE,March 2011-01,22057237,N/A,4:138278841-138573713,B,Colorectal Cancer,1
Cep97,74201,CEP97,79598,Cep97,304007,NA,NA,cep97,386640,NA,NA,11579,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Cep97,74201,CEP97,79598,Cep97,304007,NA,NA,cep97,386640,NA,NA,11579,TRUE,FALSE,Van der Weyden 2013-01,22370638,N/A,,N/A,Blood Cancer,2
Fam118b,109229,FAM118B,79607,Fam118b,315549,NA,NA,LOC799102,799102,NA,NA,11584,TRUE,FALSE,Guo 2016-01,26676752,N/A,9:35216965-35267805,C,Blood Cancer,1
Eftud1,101592,EFTUD1,79631,Eftud1,308789,CG33158,39834,eftud1,568741,RIA1,855558,11599,FALSE,FALSE,Friedel 2013-01,23940809,N/A,7:82648614-82777852,N/A,Mixed,2
Eftud1,101592,EFTUD1,79631,Eftud1,308789,CG33158,39834,eftud1,568741,RIA1,855558,11599,FALSE,FALSE,Rangel 2016-01,27849608,N/A,7:82622635-82883482,B,Breast Cancer,2
Armc7,276905,ARMC7,79637,Armc7,287827,NA,NA,armc7,767659,NA,NA,11603,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:115475667-115490467,C,Blood Cancer,4
Armc7,276905,ARMC7,79637,Armc7,287827,NA,NA,armc7,767659,NA,NA,11603,TRUE,FALSE,March 2011-01,22057237,N/A,11:115406714-115538556,B,Colorectal Cancer,4
Armc7,276905,ARMC7,79637,Armc7,287827,NA,NA,armc7,767659,NA,NA,11603,TRUE,FALSE,Morris 2016-01,27790711,N/A,11:115482386-115534386,D,Colorectal Cancer,4
Armc7,276905,ARMC7,79637,Armc7,287827,NA,NA,armc7,767659,NA,NA,11603,TRUE,FALSE,Xu 2017-01,28062688,Loss,11:115475667-115490467,N/A,Liver Cancer,4
Rogdi,66049,ROGDI,79641,Rogdi,287061,rogdi,39917,rogdi,335642,NA,NA,11605,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,16:5008728-5013553,D,Liver Cancer,1
Usb1,101985,USB1,79650,Usb1,307643,CG16790,41155,usb1,445066,NA,NA,11611,TRUE,FALSE,Guo 2016-01,26676752,N/A,8:95332284-95347507,D,Blood Cancer,1
Rhbdf2,217344,RHBDF2,79651,Rhbdf2,303690,NA,NA,NA,NA,NA,NA,11612,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,11:116598164-116627019,D,Liver Cancer,2
Rhbdf2,217344,RHBDF2,79651,Rhbdf2,303690,NA,NA,NA,NA,NA,NA,11612,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:116598165-116627019,D,Blood Cancer,2
Rpap3,71919,RPAP3,79657,Rpap3,300189,spag,43958,rpap3,393173,NA,NA,11613,TRUE,FALSE,Rad 2010-01,20947725,N/A,15:97792419-97853342,N/A,Blood Cancer,1
Neil1,72774,NEIL1,79661,Neil1,367090,NA,NA,neil1,393253,NA,NA,11616,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Narg2,93697,NARG2,79664,Narg2,691379,NA,NA,narg2,100005372,NA,NA,11618,FALSE,FALSE,Guo 2016-01,26676752,N/A,9:69397906-69433122,D,Blood Cancer,2
Narg2,93697,NARG2,79664,Narg2,691379,NA,NA,narg2,100005372,NA,NA,11618,FALSE,FALSE,Rad 2015-01,25485836,N/A,9:69442248-69468248,C,Pancreatic Cancer,2
Plekhf2,71801,PLEKHF2,79666,Plekhf2,362484,rush,31105,plekhf2,393214,NA,NA,11620,TRUE,FALSE,Guo 2016-01,26676752,N/A,4:10988662-11007927,D,Blood Cancer,3
Plekhf2,71801,PLEKHF2,79666,Plekhf2,362484,rush,31105,plekhf2,393214,NA,NA,11620,TRUE,FALSE,Morris 2016-01,27790711,N/A,4:10983153-11005153,D,Colorectal Cancer,3
Plekhf2,71801,PLEKHF2,79666,Plekhf2,362484,rush,31105,plekhf2,393214,NA,NA,11620,TRUE,FALSE,Rangel 2016-01,27849608,N/A,4:10988662-11007927,D,Breast Cancer,3
Parp8,52552,PARP8,79668,Parp8,294762,NA,NA,parp8,568910,NA,NA,11621,TRUE,FALSE,Rahrmann 2013-01,23685747,N/A,13:116854824-117025516,D,Nervous System Cancer,2
Parp8,52552,PARP8,79668,Parp8,294762,NA,NA,parp8,568910,NA,NA,11621,TRUE,FALSE,Wu 2012-01,22343890,N/A,13:116854824-117025516,N/A,Nervous System Cancer,2
BC016579,212998,C3orf52,79669,LOC685680,685680,NA,NA,NA,NA,NA,NA,11622,TRUE,FALSE,Guo 2016-01,26676752,N/A,16:45626848-45654118,D,Blood Cancer,2
BC016579,212998,C3orf52,79669,LOC685680,685680,NA,NA,NA,NA,NA,NA,11622,TRUE,FALSE,Rad 2010-01,20947725,N/A,16:45652853-45695951,N/A,Blood Cancer,2
Nlrx1,270151,NLRX1,79671,Nlrx1,315599,NA,NA,nlrx1,557335,NA,NA,11623,TRUE,FALSE,Rad 2010-01,20947725,N/A,9:44161925-44298698,N/A,Blood Cancer,1
Veph1,72789,VEPH1,79674,Veph1,361954,melt,38785,veph,405756,NA,NA,11624,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Vtcn1,242122,VTCN1,79679,Vtcn1,295322,NA,NA,si:dkey-174k18.6,100537676,NA,NA,11627,TRUE,FALSE,Rad 2015-01,25485836,N/A,3:100787850-100825850,B,Pancreatic Cancer,1
Slc12a8,171286,SLC12A8,84561,Slc12a8,266733,CG12773,31082,slc12a8,100000006,NA,NA,11628,TRUE,FALSE,Guo 2016-01,26676752,N/A,16:33517328-33664135,B,Blood Cancer,3
Slc12a8,171286,SLC12A8,84561,Slc12a8,266733,CG12773,31082,slc12a8,100000006,NA,NA,11628,TRUE,FALSE,Mann 2012-01,22421440,Loss,16:33634882-33634882,D,Pancreatic Cancer,3
Slc12a8,171286,SLC12A8,84561,Slc12a8,266733,CG12773,31082,slc12a8,100000006,NA,NA,11628,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,3
Yrdc,230734,YRDC,79693,Yrdc,319113,CG33786,3772640,yrdc,797343,NA,NA,11635,TRUE,FALSE,Guo 2016-01,26676752,N/A,4:124850679-124855242,D,Blood Cancer,1
Manea,242362,MANEA,79694,Manea,140808,CG14015,33780,manea,447827,NA,NA,11636,TRUE,FALSE,Guo 2016-01,26676752,N/A,4:26324506-26346891,D,Blood Cancer,2
Manea,242362,MANEA,79694,Manea,140808,CG14015,33780,manea,447827,NA,NA,11636,TRUE,FALSE,Koso 2012-02,23045694,N/A,4:26324506-26346891,D,Nervous System Cancer,2
Nup43,69912,NUP43,348995,Nup43,683983,Nup43,42209,nup43,405828,NA,NA,11639,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,10:7667503-7678886,D,Liver Cancer,3
Nup43,69912,NUP43,348995,Nup43,683983,Nup43,42209,nup43,405828,NA,NA,11639,TRUE,FALSE,Guo 2016-01,26676752,N/A,10:7667503-7678881,C,Blood Cancer,3
Nup43,69912,NUP43,348995,Nup43,683983,Nup43,42209,nup43,405828,NA,NA,11639,TRUE,FALSE,Keng 2013-01,22899566,N/A,10:7629102-7835102,A,Liver Cancer,3
Bbs1,52028,BBS1,582,Bbs1,309156,BBS1,38780,bbs1,568986,NA,NA,11641,TRUE,FALSE,Guo 2016-01,26676752,N/A,19:4886898-4906627,D,Blood Cancer,2
Bbs1,52028,BBS1,582,Bbs1,309156,BBS1,38780,bbs1,568986,NA,NA,11641,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Morc4,75746,MORC4,79710,Morc4,315914,NA,NA,NA,NA,NA,NA,11644,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Ccdc51,66658,CCDC51,79714,Ccdc51,316008,NA,NA,ccdc51,751752,NA,NA,11646,TRUE,FALSE,Guo 2016-01,26676752,N/A,9:109082493-109092489,C,Blood Cancer,2
Ccdc51,66658,CCDC51,79714,Ccdc51,316008,NA,NA,ccdc51,751752,NA,NA,11646,TRUE,FALSE,Perez Mancera 2012-02,22699621,N/A,9:109085357-109085357,D,Pancreatic Cancer,2
Aagab,66939,AAGAB,79719,Aagab,171435,NA,NA,aagab,436696,NA,NA,11648,TRUE,FALSE,Guo 2016-01,26676752,N/A,9:63602655-63641889,D,Blood Cancer,3
Aagab,66939,AAGAB,79719,Aagab,171435,NA,NA,aagab,436696,NA,NA,11648,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,3
Aagab,66939,AAGAB,79719,Aagab,171435,NA,NA,aagab,436696,NA,NA,11648,TRUE,FALSE,Rad 2015-01,25485836,N/A,9:63657499-63758499,A,Pancreatic Cancer,3
E2f8,108961,E2F8,79733,E2f8,308607,NA,NA,e2f8,565952,NA,NA,11654,TRUE,FALSE,Guo 2016-01,26676752,N/A,7:48866429-48881596,D,Blood Cancer,1
Aamdc,66273,AAMDC,28971,Aamdc,361606,NA,NA,aamdc,553802,NA,NA,11658,TRUE,FALSE,Guo 2016-01,26676752,N/A,7:97550331-97579497,C,Blood Cancer,2
Aamdc,66273,AAMDC,28971,Aamdc,361606,NA,NA,aamdc,553802,NA,NA,11658,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,2
Asb13,142688,ASB13,79754,Asb13,361268,NA,NA,asb13b,556808,NA,NA,11666,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Gemin7,69731,GEMIN7,79760,NA,NA,NA,NA,LOC798703,798703,NA,NA,11668,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Rabl6,227624,RABL6,55684,Rabl6,362084,NA,NA,si:ch211-102c2.5,100003036,NA,NA,11674,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,2:25583017-25608446,D,Liver Cancer,3
Rabl6,227624,RABL6,55684,Rabl6,362084,NA,NA,si:ch211-102c2.5,100003036,NA,NA,11674,TRUE,FALSE,Guo 2016-01,26676752,N/A,2:25583018-25608521,D,Blood Cancer,3
Rabl6,227624,RABL6,55684,Rabl6,362084,NA,NA,si:ch211-102c2.5,100003036,NA,NA,11674,TRUE,FALSE,Kodama 2016-01,27178121,N/A,2:25583018-25608521,D,Liver Cancer,3
Sugct,192136,SUGCT,79783,RGD1308114,361253,CG10877,42432,zgc:113390,619244,NA,NA,11681,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,13:16857475-17694765,C,Liver Cancer,5
Sugct,192136,SUGCT,79783,RGD1308114,361253,CG10877,42432,zgc:113390,619244,NA,NA,11681,TRUE,FALSE,Genovesi 2013-01,24167280,N/A,13:16857474-17694765,D,Nervous System Cancer,5
Sugct,192136,SUGCT,79783,RGD1308114,361253,CG10877,42432,zgc:113390,619244,NA,NA,11681,TRUE,FALSE,Guo 2016-01,26676752,N/A,13:16857855-17694732,B,Blood Cancer,5
Sugct,192136,SUGCT,79783,RGD1308114,361253,CG10877,42432,zgc:113390,619244,NA,NA,11681,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,5
Sugct,192136,SUGCT,79783,RGD1308114,361253,CG10877,42432,zgc:113390,619244,NA,NA,11681,TRUE,FALSE,Wu 2012-01,22343890,N/A,13:16857855-17694732,N/A,Nervous System Cancer,5
Clmn,94040,CLMN,79789,Clmn,299285,NA,NA,NA,NA,NA,NA,11683,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,12:104763113-104865076,B,Liver Cancer,1
Fbxo31,76454,FBXO31,79791,Fbxo31,498959,NA,NA,si:ch211-147k9.7,555190,NA,NA,11684,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Carf,241066,CARF,79800,Carf,301446,NA,NA,carf,555728,NA,NA,11689,TRUE,FALSE,Guo 2016-01,26676752,N/A,1:60098247-60153953,D,Blood Cancer,1
Hps6,20170,HPS6,79803,Hps6,309446,NA,NA,LOC101882947,101882947,NA,NA,11691,TRUE,FALSE,Guo 2016-01,26676752,N/A,19:46003478-46006173,D,Blood Cancer,1
Gstcd,67553,GSTCD,79807,Gstcd,310855,CG10428,35150,gstcd,402871,NA,NA,11693,TRUE,FALSE,Guo 2016-01,26676752,N/A,3:132981752-133092033,D,Blood Cancer,1
Sltm,66660,SLTM,79811,NA,NA,NA,NA,sltm,406642,NA,NA,11696,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,9:70542869-70592232,D,Liver Cancer,8
Sltm,66660,SLTM,79811,NA,NA,NA,NA,sltm,406642,NA,NA,11696,TRUE,FALSE,Guo 2016-01,26676752,N/A,9:70542920-70592237,B,Blood Cancer,8
Sltm,66660,SLTM,79811,NA,NA,NA,NA,sltm,406642,NA,NA,11696,TRUE,FALSE,Kodama 2016-01,27178121,N/A,9:70542920-70592237,D,Liver Cancer,8
Sltm,66660,SLTM,79811,NA,NA,NA,NA,sltm,406642,NA,NA,11696,TRUE,FALSE,Kodama 2016-02,27247392,N/A,9:70542920-70592237,D,Liver Cancer,8
Sltm,66660,SLTM,79811,NA,NA,NA,NA,sltm,406642,NA,NA,11696,TRUE,FALSE,March 2011-01,22057237,N/A,9:70560658-70572380,D,Colorectal Cancer,8
Sltm,66660,SLTM,79811,NA,NA,NA,NA,sltm,406642,NA,NA,11696,TRUE,FALSE,Takeda 2015-01,25559195,N/A,9:70574756-70598171,C,Colorectal Cancer,8
Sltm,66660,SLTM,79811,NA,NA,NA,NA,sltm,406642,NA,NA,11696,TRUE,FALSE,Takeda 2015-02,25559195,N/A,9:70565348-70585833,D,Colorectal Cancer,8
Sltm,66660,SLTM,79811,NA,NA,NA,NA,sltm,406642,NA,NA,11696,TRUE,FALSE,Takeda 2015-03,25559195,N/A,9:70538290-70561690,C,Colorectal Cancer,8
Ehmt1,77683,EHMT1,79813,Ehmt1,362078,NA,NA,ehmt1b,402830,NA,NA,11698,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,2:24790773-24919590,C,Liver Cancer,12
Ehmt1,77683,EHMT1,79813,Ehmt1,362078,NA,NA,ehmt1b,402830,NA,NA,11698,TRUE,FALSE,Guo 2016-01,26676752,N/A,2:24789928-24919614,A,Blood Cancer,12
Ehmt1,77683,EHMT1,79813,Ehmt1,362078,NA,NA,ehmt1b,402830,NA,NA,11698,TRUE,FALSE,Kodama 2016-01,27178121,N/A,2:24789928-24919614,C,Liver Cancer,12
Ehmt1,77683,EHMT1,79813,Ehmt1,362078,NA,NA,ehmt1b,402830,NA,NA,11698,TRUE,FALSE,Koso 2012-02,23045694,N/A,2:24790769-24919609,C,Nervous System Cancer,12
Ehmt1,77683,EHMT1,79813,Ehmt1,362078,NA,NA,ehmt1b,402830,NA,NA,11698,TRUE,FALSE,March 2011-01,22057237,N/A,2:24789529-24940131,C,Colorectal Cancer,12
Ehmt1,77683,EHMT1,79813,Ehmt1,362078,NA,NA,ehmt1b,402830,NA,NA,11698,TRUE,FALSE,Morris 2016-01,27790711,N/A,2:24872680-24918680,B,Colorectal Cancer,12
Ehmt1,77683,EHMT1,79813,Ehmt1,362078,NA,NA,ehmt1b,402830,NA,NA,11698,TRUE,FALSE,Perez Mancera 2012-02,22699621,N/A,2:24921254-24921254,C,Pancreatic Cancer,12
Ehmt1,77683,EHMT1,79813,Ehmt1,362078,NA,NA,ehmt1b,402830,NA,NA,11698,TRUE,FALSE,Quintana 2012-01,22832494,N/A,2:24790769-24919609,D,Skin Cancer,12
Ehmt1,77683,EHMT1,79813,Ehmt1,362078,NA,NA,ehmt1b,402830,NA,NA,11698,TRUE,FALSE,Takeda 2015-02,25559195,N/A,2:24855347-24881908,C,Colorectal Cancer,12
Ehmt1,77683,EHMT1,79813,Ehmt1,362078,NA,NA,ehmt1b,402830,NA,NA,11698,TRUE,FALSE,Takeda 2015-03,25559195,N/A,2:24899605-24914348,D,Colorectal Cancer,12
Ehmt1,77683,EHMT1,79813,Ehmt1,362078,NA,NA,ehmt1b,402830,NA,NA,11698,TRUE,FALSE,Takeda 2016-01,27006499,Loss,2:24830994-24899926,C,Gastric Cancer,12
Ehmt1,77683,EHMT1,79813,Ehmt1,362078,NA,NA,ehmt1b,402830,NA,NA,11698,TRUE,FALSE,Wu 2012-01,22343890,N/A,2:24790769-24919609,N/A,Nervous System Cancer,12
Tle6,114606,TLE6,79816,Tle6,299637,NA,NA,NA,NA,NA,NA,11701,TRUE,FALSE,March 2011-01,22057237,N/A,10:81564341-81614219,D,Colorectal Cancer,1
Camkmt,73582,CAMKMT,79823,Camkmt,299521,CG10947,35309,si:ch73-54n14.2,796749,NA,NA,11704,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,1
Qser1,99003,QSER1,79832,Qser1,311266,NA,NA,LOC100330496,100330496,NA,NA,11710,TRUE,FALSE,Guo 2016-01,26676752,N/A,2:104754795-104816696,C,Blood Cancer,2
Qser1,99003,QSER1,79832,Qser1,311266,NA,NA,LOC100330496,100330496,NA,NA,11710,TRUE,FALSE,Kodama 2016-01,27178121,N/A,2:104754795-104816696,D,Liver Cancer,2
Lonrf3,74365,LONRF3,79836,Lonrf3,298322,NA,NA,NA,NA,NA,NA,11712,TRUE,FALSE,March 2011-01,22057237,N/A,X:36331028-36354418,D,Colorectal Cancer,1
Tmc5,74424,TMC5,79838,Tmc5,365360,NA,NA,LOC561497,561497,NA,NA,11713,TRUE,FALSE,Takeda 2016-01,27006499,Loss,7:118659308-118697414,D,Gastric Cancer,1
Nhej1,75570,NHEJ1,79840,Nhej1,363251,NA,NA,nhej1,406593,NA,NA,11714,TRUE,FALSE,Guo 2016-01,26676752,N/A,1:74967139-75125200,C,Blood Cancer,1
Agbl2,271813,AGBL2,79841,Agbl2,366124,NA,NA,agbl2,568152,NA,NA,11715,TRUE,FALSE,Guo 2016-01,26676752,N/A,2:90782727-90834437,D,Blood Cancer,3
Agbl2,271813,AGBL2,79841,Agbl2,366124,NA,NA,agbl2,568152,NA,NA,11715,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,3
Agbl2,271813,AGBL2,79841,Agbl2,366124,NA,NA,agbl2,568152,NA,NA,11715,TRUE,FALSE,Perna 2015-01,25624498,N/A,2:90788770-90788770,B,Skin Cancer,3
Fam57a,116972,FAM57A,79850,Fam57a,100360533,NA,NA,NA,NA,NA,NA,11720,TRUE,FALSE,Guo 2016-01,26676752,N/A,11:76179671-76214827,D,Blood Cancer,1
Tm4sf20,66261,TM4SF20,79853,Tm4sf20,691066,NA,NA,NA,NA,NA,NA,11722,TRUE,FALSE,Morris 2016-01,27790711,N/A,1:82749325-82766325,D,Colorectal Cancer,1
Rbfa,68731,RBFA,79863,Rbfa,307235,NA,NA,rbfa,100037330,NA,NA,11725,TRUE,FALSE,Guo 2016-01,26676752,N/A,18:80192264-80200619,D,Blood Cancer,1
Tctn2,67978,TCTN2,79867,Tctn2,689779,NA,NA,tctn2,563835,NA,NA,11729,TRUE,FALSE,March 2011-01,22057237,N/A,,D,Colorectal Cancer,1
Cpsf7,269061,CPSF7,79869,Cpsf7,365407,NA,NA,cpsf6,327069,NA,NA,11731,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,19:10525243-10547734,C,Liver Cancer,9
Cpsf7,269061,CPSF7,79869,Cpsf7,365407,NA,NA,cpsf6,327069,NA,NA,11731,TRUE,FALSE,Guo 2016-01,26676752,N/A,19:10525244-10547735,A,Blood Cancer,9
Cpsf7,269061,CPSF7,79869,Cpsf7,365407,NA,NA,cpsf6,327069,NA,NA,11731,TRUE,FALSE,Kodama 2016-01,27178121,N/A,19:10525244-10547735,D,Liver Cancer,9
Cpsf7,269061,CPSF7,79869,Cpsf7,365407,NA,NA,cpsf6,327069,NA,NA,11731,TRUE,FALSE,Koso 2012-02,23045694,N/A,19:10525244-10547735,A,Nervous System Cancer,9
Cpsf7,269061,CPSF7,79869,Cpsf7,365407,NA,NA,cpsf6,327069,NA,NA,11731,TRUE,FALSE,March 2011-01,22057237,N/A,,N/A,Colorectal Cancer,9
Cpsf7,269061,CPSF7,79869,Cpsf7,365407,NA,NA,cpsf6,327069,NA,NA,11731,TRUE,FALSE,Perez Mancera 2012-01,22699621,N/A,19:10540467-10540467,D,Pancreatic Cancer,9
Cpsf7,269061,CPSF7,79869,Cpsf7,365407,NA,NA,cpsf6,327069,NA,NA,11731,TRUE,FALSE,Takeda 2015-01,25559195,N/A,19:10523524-10539174,C,Colorectal Cancer,9
Cpsf7,269061,CPSF7,79869,Cpsf7,365407,NA,NA,cpsf6,327069,NA,NA,11731,TRUE,FALSE,Takeda 2015-03,25559195,N/A,19:10524612-10534566,D,Colorectal Cancer,9
Cpsf7,269061,CPSF7,79869,Cpsf7,365407,NA,NA,cpsf6,327069,NA,NA,11731,TRUE,FALSE,Takeda 2016-01,27006499,N/A,19:10525244-10547735,D,Gastric Cancer,9
Rpap2,231571,RPAP2,79871,Rpap2,305120,NA,NA,rpap2,554138,NA,NA,11733,TRUE,FALSE,Guo 2016-01,26676752,N/A,5:107597373-107661838,D,Blood Cancer,1
Cbll1,104836,CBLL1,79872,Cbll1,314028,NA,NA,LOC100002706,100002706,NA,NA,11734,TRUE,FALSE,Guo 2016-01,26676752,Gain,12:31484936-31499616,C,Blood Cancer,1
Uba5,66663,UBA5,79876,Uba5,300968,CG1749,32094,uba5,386712,NA,NA,11738,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,9:104046587-104063121,C,Liver Cancer,2
Uba5,66663,UBA5,79876,Uba5,300968,CG1749,32094,uba5,386712,NA,NA,11738,TRUE,FALSE,Kodama 2016-01,27178121,N/A,9:104046599-104063134,D,Liver Cancer,2
Dennd1b,329260,DENND1B,163486,Dennd1b,289051,NA,NA,dennd1b,560720,NA,NA,11739,TRUE,FALSE,Giotopoulos 2016-01,26304963,N/A,1:139064071-139206797,D,Blood Cancer,3
Dennd1b,329260,DENND1B,163486,Dennd1b,289051,NA,NA,dennd1b,560720,NA,NA,11739,TRUE,FALSE,Guo 2016-01,26676752,N/A,1:138963435-139178960,B,Blood Cancer,3
Dennd1b,329260,DENND1B,163486,Dennd1b,289051,NA,NA,dennd1b,560720,NA,NA,11739,TRUE,FALSE,Takeda 2016-01,27006499,Loss,1:139054768-139088736,A,Gastric Cancer,3
Rin3,217835,RIN3,79890,Rin3,314397,NA,NA,NA,NA,NA,NA,11748,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,12:102283073-102390852,D,Liver Cancer,2
Rin3,217835,RIN3,79890,Rin3,314397,NA,NA,NA,NA,NA,NA,11748,TRUE,FALSE,Guo 2016-01,26676752,N/A,12:102283048-102390855,D,Blood Cancer,2
Mcmbp,210711,MCMBP,79892,RGD1306730,309009,CG3430,33976,mcmbp,321119,NA,NA,11749,TRUE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,7:128696458-128740429,D,Liver Cancer,11
Mcmbp,210711,MCMBP,79892,RGD1306730,309009,CG3430,33976,mcmbp,321119,NA,NA,11749,TRUE,FALSE,Guo 2016-01,26676752,N/A,7:128696441-128740495,C,Blood Cancer,11
Mcmbp,210711,MCMBP,79892,RGD1306730,309009,CG3430,33976,mcmbp,321119,NA,NA,11749,TRUE,FALSE,Mann 2012-01,22421440,Loss,7:128734795-128734795,C,Pancreatic Cancer,11
Mcmbp,210711,MCMBP,79892,RGD1306730,309009,CG3430,33976,mcmbp,321119,NA,NA,11749,TRUE,FALSE,March 2011-01,22057237,N/A,7:128732205-128741035,D,Colorectal Cancer,11
Mcmbp,210711,MCMBP,79892,RGD1306730,309009,CG3430,33976,mcmbp,321119,NA,NA,11749,TRUE,FALSE,Morris 2016-01,27790711,N/A,7:128718486-128740486,D,Colorectal Cancer,11
Mcmbp,210711,MCMBP,79892,RGD1306730,309009,CG3430,33976,mcmbp,321119,NA,NA,11749,TRUE,FALSE,Perez Mancera 2012-01,22699621,N/A,7:128713539-128713539,D,Pancreatic Cancer,11
Mcmbp,210711,MCMBP,79892,RGD1306730,309009,CG3430,33976,mcmbp,321119,NA,NA,11749,TRUE,FALSE,Perez Mancera 2012-02,22699621,N/A,7:128714821-128714821,D,Pancreatic Cancer,11
Mcmbp,210711,MCMBP,79892,RGD1306730,309009,CG3430,33976,mcmbp,321119,NA,NA,11749,TRUE,FALSE,Rangel 2016-01,27849608,N/A,7:128696441-128740495,D,Breast Cancer,11
Mcmbp,210711,MCMBP,79892,RGD1306730,309009,CG3430,33976,mcmbp,321119,NA,NA,11749,TRUE,FALSE,Takeda 2015-01,25559195,N/A,7:128701567-128743959,B,Colorectal Cancer,11
Mcmbp,210711,MCMBP,79892,RGD1306730,309009,CG3430,33976,mcmbp,321119,NA,NA,11749,TRUE,FALSE,Takeda 2015-03,25559195,N/A,7:128707095-128724729,D,Colorectal Cancer,11
Mcmbp,210711,MCMBP,79892,RGD1306730,309009,CG3430,33976,mcmbp,321119,NA,NA,11749,TRUE,FALSE,Takeda 2016-01,27006499,Loss,7:128707974-128713833,D,Gastric Cancer,11
Ggnbp2,217039,GGNBP2,79893,Ggnbp2,360584,NA,NA,ggnbp2,552967,NA,NA,11750,FALSE,FALSE,Bard-Chapeau 2014-01,24316982,N/A,11:84832360-84870738,A,Liver Cancer,9
Ggnbp2,217039,GGNBP2,79893,Ggnbp2,360584,NA,NA,ggnbp2,552967,NA,NA,11750,FALSE,FALSE,Dorr 2015-01,25995385,Loss,11:84840498-84880498,D,Lung Cancer,9
Ggnbp2,217039,GGNBP2,79893,Ggnbp2,360584,NA,NA,ggnbp2,552967,NA,NA,11750,FALSE,FALSE,Guo 2016-01,26676752,N/A,11:84832361-84870817,A,Blood Cancer,9
Ggnbp2,217039,GGNBP2,79893,Ggnbp2,360584,NA,NA,ggnbp2,552967,NA,NA,11750,FALSE,FALSE,Kodama 2016-01,27178121,N/A,11:84832361-84870817,A,Liver Cancer,9
Ggnbp2,217039,GGNBP2,79893,Ggnbp2,360584,NA,NA,ggnbp2,552967,NA,NA,11750,FALSE,FALSE,Koso 2012-02,23045694,N/A,11:84832361-84870817,D,Nervous System Cancer,9
Ggnbp2,217039,GGNBP2,79893,Ggnbp2,360584,NA,NA,ggnbp2,552967,NA,NA,11750,FALSE,FALSE,March 2011-01,22057237,N/A,11:84826301-84884897,C,Colorectal Cancer,9
Ggnbp2,217039,GGNBP2,79893,Ggnbp2,360584,NA,NA,ggnbp2,552967,NA,NA,11750,FALSE,FALSE,Moriarity 2015-01,25961939,Loss,11:84832360-84870738,C,Sarcoma,9
Ggnbp2,217039,GGNBP2,79893,Ggnbp2,360584,NA,NA,ggnbp2,552967,NA,NA,11750,FALSE,FALSE,Morris 2016-01,27790711,N/A,11:84844198-84880198,B,Colorectal Cancer,9
Ggnbp2,217039,GGNBP2,79893,Ggnbp2,360584,NA,NA,ggnbp2,552967,NA,NA,11750,FALSE,FALSE,Rahrmann 2013-02,23685747,N/A,11:84832361-84870817,D,Nervous System Cancer,9
